feedstock,state_fips,rotation_year,activity,equipment_name,equipment_horsepower,irrigation_water_source,acreage_fraction,resource,rate,unit_numerator,unit_denominator
corn grain,20,1,irrigation,irrigation gasoline,30.57398279,tailwater pits,0,time,,hours,acre
corn grain,20,1,irrigation,irrigation diesel,42.66137134,tailwater pits,0.002368809,time,,hours,acre
corn grain,20,1,irrigation,irrigation lpg,30.57398279,tailwater pits,0.000206077,time,,hours,acre
corn grain,20,1,irrigation,irrigation natgas,30.57398279,tailwater pits,0,time,,hours,acre
corn grain,20,1,irrigation,irrigation electricity,28.22213796,tailwater pits,0.001287514,time,,hours,acre
corn grain,21,1,irrigation,irrigation gasoline,41.89523083,tailwater pits,0.000987093,time,,hours,acre
corn grain,21,1,irrigation,irrigation diesel,58.45846162,tailwater pits,0.012120133,time,,hours,acre
corn grain,21,1,irrigation,irrigation lpg,41.89523083,tailwater pits,1.37E-05,time,,hours,acre
corn grain,21,1,irrigation,irrigation natgas,41.89523083,tailwater pits,8.56E-05,time,,hours,acre
corn grain,21,1,irrigation,irrigation electricity,38.67252076,tailwater pits,0.007606893,time,,hours,acre
corn grain,22,1,irrigation,irrigation gasoline,165.0602559,tailwater pits,0.000105616,time,,hours,acre
corn grain,22,1,irrigation,irrigation diesel,230.3166361,tailwater pits,0.015658347,time,,hours,acre
corn grain,22,1,irrigation,irrigation lpg,165.0602559,tailwater pits,0.000305823,time,,hours,acre
corn grain,22,1,irrigation,irrigation natgas,165.0602559,tailwater pits,0.000581585,time,,hours,acre
corn grain,22,1,irrigation,irrigation electricity,152.3633131,tailwater pits,0.008284831,time,,hours,acre
corn grain,23,,irrigation,,,tailwater pits,,time,,hours,acre
corn grain,24,1,irrigation,irrigation gasoline,39.05877142,tailwater pits,0,time,,hours,acre
corn grain,24,1,irrigation,irrigation diesel,54.50061128,tailwater pits,0.007551056,time,,hours,acre
corn grain,24,1,irrigation,irrigation lpg,39.05877142,tailwater pits,0,time,,hours,acre
corn grain,24,1,irrigation,irrigation natgas,39.05877142,tailwater pits,0,time,,hours,acre
corn grain,24,1,irrigation,irrigation electricity,36.05425054,tailwater pits,0.001220538,time,,hours,acre
corn grain,25,,irrigation,,,tailwater pits,,time,,hours,acre
corn grain,26,1,irrigation,irrigation gasoline,83.67409802,tailwater pits,0,time,,hours,acre
corn grain,26,1,irrigation,irrigation diesel,116.7545554,tailwater pits,0.000461385,time,,hours,acre
corn grain,26,1,irrigation,irrigation lpg,83.67409802,tailwater pits,9.28E-06,time,,hours,acre
corn grain,26,1,irrigation,irrigation natgas,83.67409802,tailwater pits,0,time,,hours,acre
corn grain,26,1,irrigation,irrigation electricity,77.23762894,tailwater pits,0.000404462,time,,hours,acre
corn grain,27,1,irrigation,irrigation gasoline,55.6293902,tailwater pits,4.61E-06,time,,hours,acre
corn grain,27,1,irrigation,irrigation diesel,77.62240493,tailwater pits,0.002957501,time,,hours,acre
corn grain,27,1,irrigation,irrigation lpg,55.6293902,tailwater pits,0,time,,hours,acre
corn grain,27,1,irrigation,irrigation natgas,55.6293902,tailwater pits,0,time,,hours,acre
corn grain,27,1,irrigation,irrigation electricity,51.35020634,tailwater pits,0.003164511,time,,hours,acre
corn grain,28,1,irrigation,irrigation gasoline,57.80217583,tailwater pits,0,time,,hours,acre
corn grain,28,1,irrigation,irrigation diesel,80.65419884,tailwater pits,0.002760596,time,,hours,acre
corn grain,28,1,irrigation,irrigation lpg,57.80217583,tailwater pits,0.000209312,time,,hours,acre
corn grain,28,1,irrigation,irrigation natgas,57.80217583,tailwater pits,0.000122207,time,,hours,acre
corn grain,28,1,irrigation,irrigation electricity,53.35585461,tailwater pits,0.002469438,time,,hours,acre
corn grain,29,1,irrigation,irrigation gasoline,33.5207619,tailwater pits,4.55E-05,time,,hours,acre
corn grain,29,1,irrigation,irrigation diesel,46.77315615,tailwater pits,0.000525772,time,,hours,acre
corn grain,29,1,irrigation,irrigation lpg,33.5207619,tailwater pits,8.75E-05,time,,hours,acre
corn grain,29,1,irrigation,irrigation natgas,33.5207619,tailwater pits,2.44E-07,time,,hours,acre
corn grain,29,1,irrigation,irrigation electricity,30.94224176,tailwater pits,0.000550124,time,,hours,acre
corn grain,30,1,irrigation,irrigation gasoline,81.90237187,tailwater pits,5.62E-05,time,,hours,acre
corn grain,30,1,irrigation,irrigation diesel,114.2823793,tailwater pits,0.000988828,time,,hours,acre
corn grain,30,1,irrigation,irrigation lpg,81.90237187,tailwater pits,2.52E-05,time,,hours,acre
corn grain,30,1,irrigation,irrigation natgas,81.90237187,tailwater pits,6.65E-05,time,,hours,acre
corn grain,30,1,irrigation,irrigation electricity,75.60218942,tailwater pits,0.010122428,time,,hours,acre
corn grain,31,1,irrigation,irrigation gasoline,28.42828283,tailwater pits,9.34E-07,time,,hours,acre
corn grain,31,1,irrigation,irrigation diesel,39.66737139,tailwater pits,0.005526484,time,,hours,acre
corn grain,31,1,irrigation,irrigation lpg,28.42828283,tailwater pits,0.003194981,time,,hours,acre
corn grain,31,1,irrigation,irrigation natgas,28.42828283,tailwater pits,0.00214871,time,,hours,acre
corn grain,31,1,irrigation,irrigation electricity,26.24149184,tailwater pits,0.007718052,time,,hours,acre
corn grain,32,1,irrigation,irrigation gasoline,45.99021324,tailwater pits,0,time,,hours,acre
corn grain,32,1,irrigation,irrigation diesel,64.17239057,tailwater pits,0.004043399,time,,hours,acre
corn grain,32,1,irrigation,irrigation lpg,45.99021324,tailwater pits,0,time,,hours,acre
corn grain,32,1,irrigation,irrigation natgas,45.99021324,tailwater pits,0,time,,hours,acre
corn grain,32,1,irrigation,irrigation electricity,42.45250453,tailwater pits,0.011454368,time,,hours,acre
corn grain,33,,irrigation,,,tailwater pits,,time,,hours,acre
corn grain,34,1,irrigation,irrigation gasoline,51.42692705,tailwater pits,0.000626534,time,,hours,acre
corn grain,34,1,irrigation,irrigation diesel,71.75850286,tailwater pits,0.043117326,time,,hours,acre
corn grain,34,1,irrigation,irrigation lpg,51.42692705,tailwater pits,0.002712178,time,,hours,acre
corn grain,34,1,irrigation,irrigation natgas,51.42692705,tailwater pits,0,time,,hours,acre
corn grain,34,1,irrigation,irrigation electricity,47.47100958,tailwater pits,0.007402775,time,,hours,acre
corn grain,35,1,irrigation,irrigation gasoline,83.64961616,tailwater pits,4.06E-05,time,,hours,acre
corn grain,35,1,irrigation,irrigation diesel,116.7203946,tailwater pits,0.000573933,time,,hours,acre
corn grain,35,1,irrigation,irrigation lpg,83.64961616,tailwater pits,1.24E-05,time,,hours,acre
corn grain,35,1,irrigation,irrigation natgas,83.64961616,tailwater pits,0.000491008,time,,hours,acre
corn grain,35,1,irrigation,irrigation electricity,77.2150303,tailwater pits,0.006901416,time,,hours,acre
corn grain,36,1,irrigation,irrigation gasoline,38.79184736,tailwater pits,0.000887294,time,,hours,acre
corn grain,36,1,irrigation,irrigation diesel,54.12815911,tailwater pits,0.006662961,time,,hours,acre
corn grain,36,1,irrigation,irrigation lpg,38.79184736,tailwater pits,0,time,,hours,acre
corn grain,36,1,irrigation,irrigation natgas,38.79184736,tailwater pits,0,time,,hours,acre
corn grain,36,1,irrigation,irrigation electricity,35.8078591,tailwater pits,0.000726993,time,,hours,acre
corn grain,37,1,irrigation,irrigation gasoline,76.73573663,tailwater pits,0.000112617,time,,hours,acre
corn grain,37,1,irrigation,irrigation diesel,107.0731209,tailwater pits,0.018792067,time,,hours,acre
corn grain,37,1,irrigation,irrigation lpg,76.73573663,tailwater pits,0.000325906,time,,hours,acre
corn grain,37,1,irrigation,irrigation natgas,76.73573663,tailwater pits,0,time,,hours,acre
corn grain,37,1,irrigation,irrigation electricity,70.83298765,tailwater pits,0.011330354,time,,hours,acre
corn grain,38,1,irrigation,irrigation gasoline,81.17290236,tailwater pits,0,time,,hours,acre
corn grain,38,1,irrigation,irrigation diesel,113.2645149,tailwater pits,0.001854474,time,,hours,acre
corn grain,38,1,irrigation,irrigation lpg,81.17290236,tailwater pits,3.43E-05,time,,hours,acre
corn grain,38,1,irrigation,irrigation natgas,81.17290236,tailwater pits,0,time,,hours,acre
corn grain,38,1,irrigation,irrigation electricity,74.92883294,tailwater pits,0.00326544,time,,hours,acre
corn grain,39,1,irrigation,irrigation gasoline,17.99222447,tailwater pits,0.000342121,time,,hours,acre
corn grain,39,1,irrigation,irrigation diesel,25.10542949,tailwater pits,0.003043166,time,,hours,acre
corn grain,39,1,irrigation,irrigation lpg,17.99222447,tailwater pits,0.000140873,time,,hours,acre
corn grain,39,1,irrigation,irrigation natgas,17.99222447,tailwater pits,0,time,,hours,acre
corn grain,39,1,irrigation,irrigation electricity,16.6082072,tailwater pits,0.001410515,time,,hours,acre
corn grain,40,1,irrigation,irrigation gasoline,,tailwater pits,0,time,,hours,acre
corn grain,40,1,irrigation,irrigation diesel,,tailwater pits,0,time,,hours,acre
corn grain,40,1,irrigation,irrigation lpg,,tailwater pits,0,time,,hours,acre
corn grain,40,1,irrigation,irrigation natgas,,tailwater pits,0,time,,hours,acre
corn grain,40,1,irrigation,irrigation electricity,,tailwater pits,0,time,,hours,acre
corn grain,41,1,irrigation,irrigation gasoline,58.0704826,tailwater pits,0,time,,hours,acre
corn grain,41,1,irrigation,irrigation diesel,81.02858038,tailwater pits,0.003219107,time,,hours,acre
corn grain,41,1,irrigation,irrigation lpg,58.0704826,tailwater pits,0.000115482,time,,hours,acre
corn grain,41,1,irrigation,irrigation natgas,58.0704826,tailwater pits,0,time,,hours,acre
corn grain,41,1,irrigation,irrigation electricity,53.6035224,tailwater pits,0.065100425,time,,hours,acre
corn grain,42,1,irrigation,irrigation gasoline,16.60932884,tailwater pits,0.002449592,time,,hours,acre
corn grain,42,1,irrigation,irrigation diesel,23.17580769,tailwater pits,0.010001892,time,,hours,acre
corn grain,42,1,irrigation,irrigation lpg,16.60932884,tailwater pits,0.000423151,time,,hours,acre
corn grain,42,1,irrigation,irrigation natgas,16.60932884,tailwater pits,0.000131777,time,,hours,acre
corn grain,42,1,irrigation,irrigation electricity,15.33168816,tailwater pits,0.003003057,time,,hours,acre
corn grain,44,,irrigation,,,tailwater pits,,time,,hours,acre
corn grain,45,1,irrigation,irrigation gasoline,54.75205387,tailwater pits,0,time,,hours,acre
corn grain,45,1,irrigation,irrigation diesel,76.39821471,tailwater pits,0.006764551,time,,hours,acre
corn grain,45,1,irrigation,irrigation lpg,54.75205387,tailwater pits,0,time,,hours,acre
corn grain,45,1,irrigation,irrigation natgas,54.75205387,tailwater pits,0,time,,hours,acre
corn grain,45,1,irrigation,irrigation electricity,50.54035742,tailwater pits,0.008412204,time,,hours,acre
corn grain,46,1,irrigation,irrigation gasoline,108.6748971,tailwater pits,0,time,,hours,acre
corn grain,46,1,irrigation,irrigation diesel,151.6393913,tailwater pits,0.002695099,time,,hours,acre
corn grain,46,1,irrigation,irrigation lpg,108.6748971,tailwater pits,0.001012707,time,,hours,acre
corn grain,46,1,irrigation,irrigation natgas,108.6748971,tailwater pits,0.001012707,time,,hours,acre
corn grain,46,1,irrigation,irrigation electricity,100.3152896,tailwater pits,0.011541756,time,,hours,acre
corn grain,47,1,irrigation,irrigation gasoline,53.60700593,tailwater pits,0.000571707,time,,hours,acre
corn grain,47,1,irrigation,irrigation diesel,74.80047339,tailwater pits,0.006443388,time,,hours,acre
corn grain,47,1,irrigation,irrigation lpg,53.60700593,tailwater pits,0.0003296,time,,hours,acre
corn grain,47,1,irrigation,irrigation natgas,53.60700593,tailwater pits,0,time,,hours,acre
corn grain,47,1,irrigation,irrigation electricity,49.48339009,tailwater pits,0.00292805,time,,hours,acre
corn grain,48,1,irrigation,irrigation gasoline,50.96827235,tailwater pits,1.91E-06,time,,hours,acre
corn grain,48,1,irrigation,irrigation diesel,71.11851956,tailwater pits,0.000752849,time,,hours,acre
corn grain,48,1,irrigation,irrigation lpg,50.96827235,tailwater pits,6.28E-05,time,,hours,acre
corn grain,48,1,irrigation,irrigation natgas,50.96827235,tailwater pits,0.000239382,time,,hours,acre
corn grain,48,1,irrigation,irrigation electricity,47.04763602,tailwater pits,0.000865785,time,,hours,acre
corn grain,49,1,irrigation,irrigation gasoline,29.31702806,tailwater pits,0,time,,hours,acre
corn grain,49,1,irrigation,irrigation diesel,40.90748101,tailwater pits,0.00138037,time,,hours,acre
corn grain,49,1,irrigation,irrigation lpg,29.31702806,tailwater pits,0,time,,hours,acre
corn grain,49,1,irrigation,irrigation natgas,29.31702806,tailwater pits,0,time,,hours,acre
corn grain,49,1,irrigation,irrigation electricity,27.06187205,tailwater pits,0.010384339,time,,hours,acre
corn grain,50,,irrigation,,,tailwater pits,,time,,hours,acre
corn grain,51,1,irrigation,irrigation gasoline,54.06297643,tailwater pits,0.002104402,time,,hours,acre
corn grain,51,1,irrigation,irrigation diesel,75.4367113,tailwater pits,0.017216772,time,,hours,acre
corn grain,51,1,irrigation,irrigation lpg,54.06297643,tailwater pits,0,time,,hours,acre
corn grain,51,1,irrigation,irrigation natgas,54.06297643,tailwater pits,0,time,,hours,acre
corn grain,51,1,irrigation,irrigation electricity,49.90428594,tailwater pits,0.008808789,time,,hours,acre
corn grain,53,1,irrigation,irrigation gasoline,51.32370221,tailwater pits,3.03E-06,time,,hours,acre
corn grain,53,1,irrigation,irrigation diesel,71.6144682,tailwater pits,0.000505477,time,,hours,acre
corn grain,53,1,irrigation,irrigation lpg,51.32370221,tailwater pits,2.62E-05,time,,hours,acre
corn grain,53,1,irrigation,irrigation natgas,51.32370221,tailwater pits,0,time,,hours,acre
corn grain,53,1,irrigation,irrigation electricity,47.37572511,tailwater pits,0.008327807,time,,hours,acre
corn grain,54,,irrigation,,,tailwater pits,,time,,hours,acre
corn grain,55,1,irrigation,irrigation gasoline,94.34251852,tailwater pits,1.80E-05,time,,hours,acre
corn grain,55,1,irrigation,irrigation diesel,131.6407235,tailwater pits,0.004468634,time,,hours,acre
corn grain,55,1,irrigation,irrigation lpg,94.34251852,tailwater pits,0.00017091,time,,hours,acre
corn grain,55,1,irrigation,irrigation natgas,94.34251852,tailwater pits,0,time,,hours,acre
corn grain,55,1,irrigation,irrigation electricity,87.08540171,tailwater pits,0.002257774,time,,hours,acre
corn grain,56,1,irrigation,irrigation gasoline,38.64517172,tailwater pits,9.37E-05,time,,hours,acre
corn grain,56,1,irrigation,irrigation diesel,53.92349542,tailwater pits,0.001789452,time,,hours,acre
corn grain,56,1,irrigation,irrigation lpg,38.64517172,tailwater pits,0.000757618,time,,hours,acre
corn grain,56,1,irrigation,irrigation natgas,38.64517172,tailwater pits,0.000200667,time,,hours,acre
corn grain,56,1,irrigation,irrigation electricity,35.6724662,tailwater pits,0.026021969,time,,hours,acre
corn grain,01,1,irrigation,irrigation gasoline,61.80695847,ponds lakes reservoirs and rivers,0.003267778,time,,hours,acre
corn grain,01,1,irrigation,irrigation diesel,86.24226764,ponds lakes reservoirs and rivers,0.259381011,time,,hours,acre
corn grain,01,1,irrigation,irrigation lpg,61.80695847,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,01,1,irrigation,irrigation natgas,61.80695847,ponds lakes reservoirs and rivers,0.000613256,time,,hours,acre
corn grain,01,1,irrigation,irrigation electricity,57.05257705,ponds lakes reservoirs and rivers,0.209277995,time,,hours,acre
corn grain,02,,irrigation,,,ponds lakes reservoirs and rivers,,time,,hours,acre
corn grain,04,1,irrigation,irrigation gasoline,113.432829,ponds lakes reservoirs and rivers,0.000964722,time,,hours,acre
corn grain,04,1,irrigation,irrigation diesel,158.2783661,ponds lakes reservoirs and rivers,0.0104964,time,,hours,acre
corn grain,04,1,irrigation,irrigation lpg,113.432829,ponds lakes reservoirs and rivers,0.017878926,time,,hours,acre
corn grain,04,1,irrigation,irrigation natgas,113.432829,ponds lakes reservoirs and rivers,0.017878926,time,,hours,acre
corn grain,04,1,irrigation,irrigation electricity,104.7072268,ponds lakes reservoirs and rivers,0.049693408,time,,hours,acre
corn grain,05,1,irrigation,irrigation gasoline,84.92565357,ponds lakes reservoirs and rivers,0.000194003,time,,hours,acre
corn grain,05,1,irrigation,irrigation diesel,118.500912,ponds lakes reservoirs and rivers,0.031516965,time,,hours,acre
corn grain,05,1,irrigation,irrigation lpg,84.92565357,ponds lakes reservoirs and rivers,0.000525924,time,,hours,acre
corn grain,05,1,irrigation,irrigation natgas,84.92565357,ponds lakes reservoirs and rivers,0.001713431,time,,hours,acre
corn grain,05,1,irrigation,irrigation electricity,78.39291099,ponds lakes reservoirs and rivers,0.026592356,time,,hours,acre
corn grain,06,1,irrigation,irrigation gasoline,82.03942237,ponds lakes reservoirs and rivers,8.48E-07,time,,hours,acre
corn grain,06,1,irrigation,irrigation diesel,114.4736126,ponds lakes reservoirs and rivers,0.042994946,time,,hours,acre
corn grain,06,1,irrigation,irrigation lpg,82.03942237,ponds lakes reservoirs and rivers,0.00116633,time,,hours,acre
corn grain,06,1,irrigation,irrigation natgas,82.03942237,ponds lakes reservoirs and rivers,0.001205232,time,,hours,acre
corn grain,06,1,irrigation,irrigation electricity,75.72869757,ponds lakes reservoirs and rivers,0.133475576,time,,hours,acre
corn grain,08,1,irrigation,irrigation gasoline,42.84722783,ponds lakes reservoirs and rivers,0.000662458,time,,hours,acre
corn grain,08,1,irrigation,irrigation diesel,59.78682954,ponds lakes reservoirs and rivers,0.019286539,time,,hours,acre
corn grain,08,1,irrigation,irrigation lpg,42.84722783,ponds lakes reservoirs and rivers,0.001063785,time,,hours,acre
corn grain,08,1,irrigation,irrigation natgas,42.84722783,ponds lakes reservoirs and rivers,0.000671864,time,,hours,acre
corn grain,08,1,irrigation,irrigation electricity,39.55128723,ponds lakes reservoirs and rivers,0.080726523,time,,hours,acre
corn grain,09,,irrigation,,,ponds lakes reservoirs and rivers,,time,,hours,acre
corn grain,10,1,irrigation,irrigation gasoline,64.54124055,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,10,1,irrigation,irrigation diesel,90.05754496,ponds lakes reservoirs and rivers,0.039292771,time,,hours,acre
corn grain,10,1,irrigation,irrigation lpg,64.54124055,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,10,1,irrigation,irrigation natgas,64.54124055,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,10,1,irrigation,irrigation electricity,59.57652974,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,12,1,irrigation,irrigation gasoline,57.60118519,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,12,1,irrigation,irrigation diesel,80.37374677,ponds lakes reservoirs and rivers,0.281190362,time,,hours,acre
corn grain,12,1,irrigation,irrigation lpg,57.60118519,ponds lakes reservoirs and rivers,2.07E-05,time,,hours,acre
corn grain,12,1,irrigation,irrigation natgas,57.60118519,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,12,1,irrigation,irrigation electricity,53.17032479,ponds lakes reservoirs and rivers,0.058602331,time,,hours,acre
corn grain,13,1,irrigation,irrigation gasoline,68.66991695,ponds lakes reservoirs and rivers,3.03E-05,time,,hours,acre
corn grain,13,1,irrigation,irrigation diesel,95.81848876,ponds lakes reservoirs and rivers,0.070831742,time,,hours,acre
corn grain,13,1,irrigation,irrigation lpg,68.66991695,ponds lakes reservoirs and rivers,0.001386152,time,,hours,acre
corn grain,13,1,irrigation,irrigation natgas,68.66991695,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,13,1,irrigation,irrigation electricity,63.38761564,ponds lakes reservoirs and rivers,0.093844403,time,,hours,acre
corn grain,15,,irrigation,,,ponds lakes reservoirs and rivers,,time,,hours,acre
corn grain,16,1,irrigation,irrigation gasoline,71.86488889,ponds lakes reservoirs and rivers,0.000200829,time,,hours,acre
corn grain,16,1,irrigation,irrigation diesel,100.2765891,ponds lakes reservoirs and rivers,0.012112355,time,,hours,acre
corn grain,16,1,irrigation,irrigation lpg,71.86488889,ponds lakes reservoirs and rivers,3.11E-05,time,,hours,acre
corn grain,16,1,irrigation,irrigation natgas,71.86488889,ponds lakes reservoirs and rivers,0.000377848,time,,hours,acre
corn grain,16,1,irrigation,irrigation electricity,66.33682051,ponds lakes reservoirs and rivers,0.388572342,time,,hours,acre
corn grain,17,1,irrigation,irrigation gasoline,44.72407632,ponds lakes reservoirs and rivers,0.000138619,time,,hours,acre
corn grain,17,1,irrigation,irrigation diesel,62.40568789,ponds lakes reservoirs and rivers,0.007907794,time,,hours,acre
corn grain,17,1,irrigation,irrigation lpg,44.72407632,ponds lakes reservoirs and rivers,0.000989945,time,,hours,acre
corn grain,17,1,irrigation,irrigation natgas,44.72407632,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,17,1,irrigation,irrigation electricity,41.28376276,ponds lakes reservoirs and rivers,0.004302405,time,,hours,acre
corn grain,18,1,irrigation,irrigation gasoline,57.41791246,ponds lakes reservoirs and rivers,0.000223908,time,,hours,acre
corn grain,18,1,irrigation,irrigation diesel,80.11801738,ponds lakes reservoirs and rivers,0.054192824,time,,hours,acre
corn grain,18,1,irrigation,irrigation lpg,57.41791246,ponds lakes reservoirs and rivers,0.00065948,time,,hours,acre
corn grain,18,1,irrigation,irrigation natgas,57.41791246,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,18,1,irrigation,irrigation electricity,53.00114996,ponds lakes reservoirs and rivers,0.029431706,time,,hours,acre
corn grain,19,1,irrigation,irrigation gasoline,22.47647437,ponds lakes reservoirs and rivers,0.001406822,time,,hours,acre
corn grain,19,1,irrigation,irrigation diesel,31.36252238,ponds lakes reservoirs and rivers,0.021307701,time,,hours,acre
corn grain,19,1,irrigation,irrigation lpg,22.47647437,ponds lakes reservoirs and rivers,0.00117064,time,,hours,acre
corn grain,19,1,irrigation,irrigation natgas,22.47647437,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,19,1,irrigation,irrigation electricity,20.74751481,ponds lakes reservoirs and rivers,0.018920212,time,,hours,acre
corn grain,20,1,irrigation,irrigation gasoline,39.38813917,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,20,1,irrigation,irrigation diesel,54.96019419,ponds lakes reservoirs and rivers,0.007888787,time,,hours,acre
corn grain,20,1,irrigation,irrigation lpg,39.38813917,ponds lakes reservoirs and rivers,0.000686292,time,,hours,acre
corn grain,20,1,irrigation,irrigation natgas,39.38813917,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,20,1,irrigation,irrigation electricity,36.35828231,ponds lakes reservoirs and rivers,0.004287777,time,,hours,acre
corn grain,21,1,irrigation,irrigation gasoline,39.46882155,ponds lakes reservoirs and rivers,0.016639568,time,,hours,acre
corn grain,21,1,irrigation,irrigation diesel,55.07277425,ponds lakes reservoirs and rivers,0.204310817,time,,hours,acre
corn grain,21,1,irrigation,irrigation lpg,39.46882155,ponds lakes reservoirs and rivers,0.000230838,time,,hours,acre
corn grain,21,1,irrigation,irrigation natgas,39.46882155,ponds lakes reservoirs and rivers,0.001442737,time,,hours,acre
corn grain,21,1,irrigation,irrigation electricity,36.43275835,ponds lakes reservoirs and rivers,0.128230478,time,,hours,acre
corn grain,22,1,irrigation,irrigation gasoline,99.06343434,ponds lakes reservoirs and rivers,0.00060291,time,,hours,acre
corn grain,22,1,irrigation,irrigation diesel,138.2280479,ponds lakes reservoirs and rivers,0.089385703,time,,hours,acre
corn grain,22,1,irrigation,irrigation lpg,99.06343434,ponds lakes reservoirs and rivers,0.001745789,time,,hours,acre
corn grain,22,1,irrigation,irrigation natgas,99.06343434,ponds lakes reservoirs and rivers,0.00331998,time,,hours,acre
corn grain,22,1,irrigation,irrigation electricity,91.44317016,ponds lakes reservoirs and rivers,0.047293977,time,,hours,acre
corn grain,23,,irrigation,,,ponds lakes reservoirs and rivers,,time,,hours,acre
corn grain,24,1,irrigation,irrigation gasoline,37.15490909,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,24,1,irrigation,irrigation diesel,51.8440592,ponds lakes reservoirs and rivers,0.156999034,time,,hours,acre
corn grain,24,1,irrigation,irrigation lpg,37.15490909,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,24,1,irrigation,irrigation natgas,37.15490909,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,24,1,irrigation,irrigation electricity,34.29683916,ponds lakes reservoirs and rivers,0.025377018,time,,hours,acre
corn grain,25,,irrigation,,,ponds lakes reservoirs and rivers,,time,,hours,acre
corn grain,26,1,irrigation,irrigation gasoline,80.44935279,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,26,1,irrigation,irrigation diesel,112.2549109,ponds lakes reservoirs and rivers,0.10298109,time,,hours,acre
corn grain,26,1,irrigation,irrigation lpg,80.44935279,ponds lakes reservoirs and rivers,0.002071429,time,,hours,acre
corn grain,26,1,irrigation,irrigation natgas,80.44935279,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,26,1,irrigation,irrigation electricity,74.26094103,ponds lakes reservoirs and rivers,0.090275833,time,,hours,acre
corn grain,27,1,irrigation,irrigation gasoline,58.22805836,ponds lakes reservoirs and rivers,4.29E-05,time,,hours,acre
corn grain,27,1,irrigation,irrigation diesel,81.24845353,ponds lakes reservoirs and rivers,0.027521193,time,,hours,acre
corn grain,27,1,irrigation,irrigation lpg,58.22805836,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,27,1,irrigation,irrigation natgas,58.22805836,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,27,1,irrigation,irrigation electricity,53.74897695,ponds lakes reservoirs and rivers,0.029447533,time,,hours,acre
corn grain,28,1,irrigation,irrigation gasoline,79.6833281,ponds lakes reservoirs and rivers,0,time,,hours,acre
corn grain,28,1,irrigation,irrigation diesel,111.1860392,ponds lakes reservoirs and rivers,0.018454695,time,,hours,acre
corn grain,28,1,irrigation,irrigation lpg,79.6833281,ponds lakes reservoirs and rivers,0.001399262,time,,hours,acre
corn grain,28,1,irrigation,irrigation natgas,79.6833281,ponds lakes reservoirs and rivers,0.00081696,time,,hours,acre
corn grain,28,1,irrigation,irrigation electricity,73.55384132,ponds lakes reservoirs and rivers,0.01650829,time,,hours,acre
corn grain,29,1,irrigation,irrigation gasoline,51.40370221,ponds lakes reservoirs and rivers,0.001621533,time,,hours,acre
corn grain,29,1,irrigation,irrigation diesel,71.7260961,ponds lakes reservoirs and rivers,0.018722061,time,,hours,acre
corn grain,29,1,irrigation,irrigation lpg,51.40370221,ponds lakes reservoirs and rivers,0.003115887,time,,hours,acre
corn grain,29,1,irrigation,irrigation natgas,51.40370221,ponds lakes reservoirs and rivers,8.67E-06,time,,hours,acre
corn grain,29,1,irrigation,irrigation electricity,47.44957127,ponds lakes reservoirs and rivers,0.019589191,time,,hours,acre
corn grain,30,1,irrigation,irrigation gasoline,77.24929892,ponds lakes reservoirs and rivers,0.004054837,time,,hours,acre
corn grain,30,1,irrigation,irrigation diesel,107.7897194,ponds lakes reservoirs and rivers,0.07139076,time,,hours,acre
corn grain,30,1,irrigation,irrigation lpg,77.24929892,ponds lakes reservoirs and rivers,0.001821131,time,,hours,acre
corn grain,30,1,irrigation,irrigation natgas,77.24929892,ponds lakes reservoirs and rivers,0.004803435,time,,hours,acre
corn grain,30,1,irrigation,irrigation electricity,71.30704515,ponds lakes reservoirs and rivers,0.730812698,time,,hours,acre
corn grain,31,1,irrigation,irrigation gasoline,49.95151515,ponds lakes reservoirs and rivers,1.44E-06,time,,hours,acre
corn grain,31,1,irrigation,irrigation diesel,69.69978858,ponds lakes reservoirs and rivers,0.008520115,time,,hours,acre
corn grain,31,1,irrigation,irrigation lpg,49.95151515,ponds lakes reservoirs and rivers,0.004925664,time,,hours,acre
corn grain,31,1,irrigation,irrigation natgas,49.95151515,ponds lakes reservoirs and rivers,0.003312641,time,,hours,acre
